University,Alabama,Alaska,American_Samoa,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District_of_Columbia,Federated_States_of_Micronesia,Florida,Foreign_countries,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Marshall_Islands,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New_Hampshire,New_Jersey,New_Mexico,New_York,North_Carolina,North_Dakota,Northern_Marianas,Ohio,Oklahoma,Oregon,Outlying_areas_total,Palau,Pennsylvania,Puerto_Rico,Residence_not_reported,Rhode_Island,South_Carolina,South_Dakota,State_unknown,Tennessee,Texas,Utah,Vermont,Virgin_Islands,Virginia,Washington,West_Virginia,Wisconsin,Wyoming
The College of Idaho,0.0,1.0,0.0,2.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,0.0,1.0,166.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
The College of New Jersey,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1478.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
The College of Saint Scholastica,0.0,1.0,0.0,1.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,297.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,29.0,0.0
The College of Wooster,1.0,0.0,0.0,0.0,1.0,6.0,6.0,2.0,0.0,2.0,0.0,8.0,45.0,11.0,0.0,0.0,0.0,16.0,6.0,1.0,1.0,3.0,2.0,0.0,0.0,6.0,8.0,12.0,7.0,0.0,5.0,0.0,0.0,0.0,3.0,6.0,2.0,9.0,7.0,0.0,0.0,151.0,0.0,2.0,0.0,0.0,16.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,7.0,2.0,1.0,4.0,0.0
The College of the Florida Keys,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,17.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Cooper Union for the Advancement of Science and Art,1.0,0.0,0.0,0.0,0.0,14.0,1.0,3.0,0.0,0.0,0.0,3.0,18.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,19.0,0.0,101.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0
The Evergreen State College,0.0,1.0,0.0,2.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,2.0,234.0,0.0,1.0,0.0
The Juilliard School,0.0,1.0,0.0,1.0,0.0,10.0,2.0,3.0,0.0,0.0,0.0,7.0,40.0,1.0,0.0,1.0,0.0,6.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
The King's University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
The Master's University and Seminary,2.0,4.0,0.0,8.0,0.0,238.0,13.0,0.0,0.0,0.0,0.0,4.0,14.0,2.0,0.0,4.0,5.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,3.0,3.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,5.0,0.0,0.0,3.0,0.0,29.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,3.0,23.0,0.0,1.0,1.0
The New England Conservatory of Music,0.0,0.0,0.0,1.0,1.0,11.0,1.0,0.0,0.0,0.0,0.0,5.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,16.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0
The New School,1.0,0.0,0.0,2.0,0.0,168.0,6.0,17.0,1.0,8.0,0.0,48.0,483.0,8.0,0.0,6.0,1.0,19.0,4.0,5.0,0.0,4.0,3.0,2.0,0.0,25.0,38.0,5.0,6.0,0.0,5.0,0.0,1.0,1.0,1.0,77.0,1.0,172.0,17.0,0.0,0.0,9.0,1.0,8.0,2.0,0.0,27.0,2.0,0.0,5.0,8.0,0.0,41.0,2.0,36.0,0.0,3.0,0.0,26.0,21.0,0.0,3.0,1.0
The Southern Baptist Theological Seminary,4.0,0.0,0.0,2.0,0.0,11.0,6.0,0.0,1.0,0.0,0.0,9.0,12.0,8.0,1.0,1.0,3.0,5.0,14.0,2.0,1.0,31.0,1.0,2.0,0.0,2.0,2.0,7.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,10.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,14.0,10.0,0.0,0.0,0.0,6.0,4.0,0.0,4.0,0.0
The Southwestern Baptist Theological Seminary,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,70.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
The University of Alabama,3225.0,3.0,0.0,41.0,24.0,239.0,99.0,53.0,18.0,2.0,0.0,417.0,56.0,673.0,0.0,5.0,6.0,316.0,70.0,16.0,12.0,67.0,142.0,4.0,0.0,98.0,89.0,100.0,37.0,109.0,58.0,5.0,12.0,19.0,20.0,191.0,10.0,214.0,186.0,4.0,0.0,116.0,10.0,7.0,0.0,0.0,168.0,0.0,0.0,12.0,67.0,3.0,17.0,275.0,459.0,9.0,4.0,0.0,159.0,25.0,13.0,44.0,4.0
The University of Findlay,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,5.0,18.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,9.0,34.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,3.0,0.0,0.0,446.0,1.0,2.0,0.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
The University of Montana,1.0,26.0,0.0,10.0,0.0,78.0,49.0,7.0,2.0,0.0,0.0,10.0,11.0,5.0,0.0,9.0,60.0,15.0,4.0,3.0,1.0,4.0,2.0,2.0,0.0,7.0,7.0,7.0,28.0,1.0,4.0,1048.0,2.0,13.0,8.0,4.0,3.0,5.0,7.0,5.0,0.0,5.0,1.0,50.0,0.0,0.0,11.0,0.0,16.0,0.0,3.0,12.0,0.0,4.0,17.0,14.0,4.0,0.0,12.0,152.0,2.0,12.0,8.0
The University of Montana-Western,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,163.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,19.0,0.0,0.0,4.0
The University of Olivet,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
The University of Tampa,8.0,0.0,0.0,4.0,0.0,19.0,38.0,98.0,16.0,1.0,0.0,474.0,94.0,48.0,0.0,2.0,0.0,109.0,17.0,4.0,7.0,12.0,2.0,14.0,0.0,126.0,189.0,29.0,59.0,2.0,20.0,0.0,2.0,1.0,31.0,273.0,2.0,404.0,29.0,1.0,0.0,59.0,2.0,3.0,23.0,0.0,142.0,20.0,0.0,20.0,17.0,2.0,12.0,14.0,27.0,2.0,8.0,3.0,47.0,6.0,1.0,24.0,0.0
The University of Tennessee Southern,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The University of Tennessee-Chattanooga,15.0,0.0,0.0,0.0,0.0,10.0,5.0,3.0,0.0,0.0,0.0,12.0,0.0,120.0,0.0,0.0,0.0,12.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,2.0,3.0,2.0,3.0,1.0,0.0,1.0,3.0,0.0,4.0,1.0,7.0,4.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,11.0,2224.0,9.0,1.0,1.0,0.0,5.0,1.0,0.0,3.0,0.0
The University of Tennessee-Knoxville,19.0,1.0,0.0,20.0,9.0,94.0,47.0,27.0,17.0,1.0,0.0,63.0,7.0,198.0,0.0,1.0,6.0,278.0,25.0,1.0,10.0,37.0,15.0,3.0,0.0,87.0,49.0,55.0,26.0,7.0,33.0,2.0,5.0,6.0,7.0,148.0,2.0,104.0,275.0,0.0,0.0,132.0,3.0,4.0,1.0,0.0,144.0,1.0,0.0,7.0,46.0,0.0,17.0,4366.0,165.0,2.0,2.0,0.0,176.0,12.0,4.0,36.0,2.0
The University of Tennessee-Martin,9.0,0.0,0.0,0.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,5.0,12.0,9.0,0.0,0.0,0.0,25.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,5.0,12.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,1091.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
The University of Texas Permian Basin,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
The University of Texas Rio Grande Valley,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,81.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6913.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0
The University of Texas at Arlington,0.0,0.0,0.0,2.0,5.0,6.0,2.0,0.0,0.0,0.0,0.0,2.0,336.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4818.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
The University of Texas at Austin,2.0,0.0,0.0,12.0,4.0,185.0,23.0,24.0,1.0,5.0,0.0,41.0,393.0,17.0,0.0,2.0,3.0,52.0,2.0,0.0,2.0,5.0,10.0,0.0,0.0,18.0,14.0,6.0,6.0,2.0,9.0,0.0,1.0,2.0,1.0,83.0,6.0,118.0,10.0,1.0,0.0,8.0,5.0,5.0,0.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,17.0,11.0,8048.0,3.0,0.0,0.0,20.0,10.0,0.0,3.0,0.0
The University of Texas at Dallas,1.0,0.0,0.0,4.0,9.0,30.0,6.0,1.0,0.0,0.0,0.0,2.0,121.0,4.0,1.0,2.0,6.0,7.0,1.0,1.0,12.0,2.0,9.0,1.0,0.0,2.0,1.0,2.0,5.0,2.0,7.0,0.0,2.0,6.0,1.0,6.0,4.0,4.0,1.0,0.0,0.0,3.0,17.0,7.0,1.0,0.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,3874.0,2.0,0.0,0.0,2.0,8.0,0.0,2.0,0.0
The University of Texas at El Paso,0.0,0.0,0.0,6.0,0.0,5.0,6.0,1.0,0.0,0.0,0.0,7.0,217.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3737.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
The University of Texas at San Antonio,3.0,2.0,0.0,0.0,3.0,10.0,6.0,0.0,0.0,0.0,0.0,7.0,73.0,3.0,0.0,2.0,1.0,8.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,3.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,5815.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0
The University of Texas at Tyler,0.0,0.0,0.0,4.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1389.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
The University of the South,32.0,0.0,0.0,0.0,6.0,3.0,2.0,5.0,2.0,5.0,0.0,22.0,24.0,56.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0,13.0,18.0,2.0,0.0,7.0,2.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,3.0,34.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,29.0,0.0,0.0,116.0,38.0,0.0,1.0,0.0,28.0,0.0,0.0,0.0,0.0
Thiel College,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,1.0,0.0,0.0,44.0,0.0,1.0,0.0,0.0,136.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0
Thomas Aquinas College,0.0,0.0,0.0,6.0,3.0,50.0,6.0,6.0,0.0,0.0,0.0,2.0,9.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,6.0,4.0,4.0,0.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,6.0,2.0,0.0,2.0,0.0
Thomas College,0.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
Thomas Jefferson University,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,15.0,1.0,0.0,2.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,23.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,156.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,440.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,10.0,2.0,0.0,1.0,0.0
Thomas More College of Liberal Arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0
Thomas More University,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,14.0,1.0,0.0,0.0,0.0,2.0,24.0,0.0,0.0,191.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
Thomas University,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,0.0,107.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Tiffin University,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,11.0,21.0,1.0,0.0,1.0,0.0,7.0,11.0,2.0,0.0,3.0,2.0,0.0,0.0,2.0,3.0,37.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,2.0,0.0,0.0,357.0,0.0,0.0,1.0,0.0,13.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,0.0
Toccoa Falls College,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,1.0,223.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Torah Temimah Talmudical Seminary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tougaloo College,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
Touro University,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,11.0,22.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,46.0,0.0,403.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,34.0,0.0,0.0,0.0,9.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
Touro University Worldwide,0.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Towson University,1.0,0.0,0.0,1.0,0.0,6.0,3.0,2.0,27.0,26.0,0.0,9.0,31.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2581.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,35.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,27.0,0.0,1.0,1.0,0.0
Transylvania University,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Trevecca Nazarene University,12.0,0.0,0.0,2.0,1.0,6.0,2.0,1.0,0.0,0.0,0.0,16.0,15.0,8.0,0.0,0.0,0.0,4.0,5.0,0.0,2.0,8.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,8.0,0.0,0.0,10.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,321.0,8.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
Tri-State Bible College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trine University,1.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,6.0,14.0,1.0,0.0,2.0,1.0,23.0,353.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,105.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0
